Inicio: 25/11/2023 19:09:30,80 - App: com.cleversystems.s3panelTv - Intervalo: 5 seg - Duracao: 99999999 min - Log: video-error-key.txt
25/11/2023 20:24:08,22 110798
25/11/2023 20:24:14,14 114062
25/11/2023 20:24:20,12 116812
25/11/2023 20:24:25,18 116737
25/11/2023 20:24:31,21 116899
25/11/2023 20:24:37,13 119621
25/11/2023 20:24:43,18 116583
25/11/2023 20:24:49,13 118271
25/11/2023 20:24:55,16 115454
25/11/2023 20:25:01,21 117877
25/11/2023 20:25:07,21 116121
25/11/2023 20:25:13,21 116097
25/11/2023 20:25:19,20 116082
25/11/2023 20:25:25,17 116060
25/11/2023 20:25:31,15 126661
25/11/2023 20:25:37,21 127131
25/11/2023 20:25:43,23 101497
25/11/2023 20:25:49,15 101717
25/11/2023 20:25:55,20 119875
25/11/2023 20:26:01,14 114704
25/11/2023 20:26:07,17 115101
25/11/2023 20:26:13,22 114238
25/11/2023 20:26:19,15 115191
25/11/2023 20:26:25,18 117447
25/11/2023 20:26:31,12 117595
25/11/2023 20:26:37,17 117630
25/11/2023 20:26:43,22 120560
25/11/2023 20:26:49,11 117505
25/11/2023 20:26:55,20 119160
25/11/2023 20:27:01,16 116289
25/11/2023 20:27:07,12 118814
25/11/2023 20:27:13,19 117055
25/11/2023 20:27:19,17 117035
25/11/2023 20:27:25,22 117058
25/11/2023 20:27:31,15 117010
25/11/2023 20:27:37,20 127556
25/11/2023 20:27:43,22 128014
25/11/2023 20:27:49,16 101919
25/11/2023 20:27:55,20 102173
25/11/2023 20:28:01,16 120014
25/11/2023 20:28:07,19 114907
25/11/2023 20:28:13,20 115094
25/11/2023 20:28:19,16 114325
25/11/2023 20:28:25,16 115287
25/11/2023 20:28:31,12 117630
25/11/2023 20:28:36,15 117658
25/11/2023 20:28:42,20 117755
25/11/2023 20:28:48,16 120710
25/11/2023 20:28:54,18 117666
25/11/2023 20:29:00,14 117618
25/11/2023 20:29:06,19 119424
25/11/2023 20:29:12,21 119281
25/11/2023 20:29:18,16 117495
25/11/2023 20:29:24,20 117481
25/11/2023 20:29:30,21 117505
25/11/2023 20:29:36,16 117430
25/11/2023 20:29:42,21 128086
25/11/2023 20:29:48,16 128695
25/11/2023 20:29:54,12 102393
25/11/2023 20:30:00,15 102881
25/11/2023 20:30:06,20 85455
25/11/2023 20:30:12,19 115906
25/11/2023 20:30:18,15 116024
25/11/2023 20:30:24,22 115436
25/11/2023 20:30:30,13 116048
25/11/2023 20:30:35,19 115206
25/11/2023 20:30:41,22 118968
25/11/2023 20:30:47,16 118586
25/11/2023 20:30:53,19 121526
25/11/2023 20:30:59,12 118528
25/11/2023 20:31:05,17 118496
25/11/2023 20:31:11,21 120098
25/11/2023 20:31:17,16 119462
25/11/2023 20:31:23,22 117791
25/11/2023 20:31:29,18 117753
25/11/2023 20:31:35,22 117744
25/11/2023 20:31:41,17 117757
25/11/2023 20:31:47,16 117166
25/11/2023 20:31:53,18 128464
25/11/2023 20:31:59,13 101982
25/11/2023 20:32:05,17 102784
25/11/2023 20:32:11,13 102812
25/11/2023 20:32:16,18 120819
25/11/2023 20:32:22,15 115546
25/11/2023 20:32:28,12 116076
25/11/2023 20:32:33,18 115632
25/11/2023 20:32:39,14 115561
25/11/2023 20:32:44,17 118432
25/11/2023 20:32:50,22 118540
25/11/2023 20:32:56,18 118513
25/11/2023 20:33:02,21 121362
25/11/2023 20:33:08,19 118322
25/11/2023 20:33:14,18 119897
25/11/2023 20:33:20,13 117121
25/11/2023 20:33:26,18 119828
25/11/2023 20:33:32,12 118012
25/11/2023 20:33:38,13 118016
25/11/2023 20:33:44,20 118041
25/11/2023 20:33:50,13 118042
25/11/2023 20:33:56,16 128620
25/11/2023 20:34:02,11 129006
25/11/2023 20:34:08,19 103014
25/11/2023 20:34:14,22 103222
25/11/2023 20:34:20,16 121302
25/11/2023 20:34:26,22 115022
25/11/2023 20:34:32,20 114182
25/11/2023 20:34:38,14 113180
25/11/2023 20:34:43,16 114111
25/11/2023 20:34:49,20 116427
25/11/2023 20:34:55,12 116565
25/11/2023 20:35:01,21 116620
25/11/2023 20:35:07,12 119681
25/11/2023 20:35:13,19 116641
25/11/2023 20:35:19,22 117819
25/11/2023 20:35:25,15 115446
25/11/2023 20:35:31,17 117765
25/11/2023 20:35:37,20 115877
25/11/2023 20:35:43,21 115815
25/11/2023 20:35:49,21 115838
25/11/2023 20:35:55,17 115811
25/11/2023 20:36:01,14 125595
25/11/2023 20:36:07,12 125332
25/11/2023 20:36:12,17 99072
25/11/2023 20:36:18,20 99696
25/11/2023 20:36:24,22 99717
25/11/2023 20:36:30,13 117878
25/11/2023 20:36:36,15 112795
25/11/2023 20:36:42,19 112252
25/11/2023 20:36:48,20 112716
25/11/2023 20:36:54,22 112041
25/11/2023 20:37:00,13 115555
25/11/2023 20:37:06,17 115181
25/11/2023 20:37:12,11 117992
25/11/2023 20:37:18,20 115024
25/11/2023 20:37:24,20 114992
25/11/2023 20:37:30,13 115819
25/11/2023 20:37:36,19 115682
25/11/2023 20:37:42,11 113910
25/11/2023 20:37:48,12 113858
25/11/2023 20:37:54,19 113885
25/11/2023 20:38:00,12 113849
25/11/2023 20:38:05,16 113721
25/11/2023 20:38:11,19 125200
25/11/2023 20:38:17,15 98296
25/11/2023 20:38:23,14 99197
25/11/2023 20:38:29,17 99084
25/11/2023 20:38:35,22 117318
25/11/2023 20:38:41,16 108651
25/11/2023 20:38:47,19 112011
25/11/2023 20:38:53,12 112068
25/11/2023 20:38:58,17 111756
25/11/2023 20:39:04,19 115085
25/11/2023 20:39:10,16 115063
25/11/2023 20:39:16,21 115072
25/11/2023 20:39:22,17 117973
25/11/2023 20:39:28,11 114883
25/11/2023 20:39:34,19 116511
25/11/2023 20:39:40,13 113754
25/11/2023 20:39:46,17 116077
25/11/2023 20:39:52,14 114286
25/11/2023 20:39:58,21 114293
25/11/2023 20:40:04,15 114283
25/11/2023 20:40:10,16 114281
25/11/2023 20:40:16,19 125101
25/11/2023 20:40:22,15 111595
25/11/2023 20:40:28,12 99072
25/11/2023 20:40:34,21 99251
25/11/2023 20:40:40,15 117452
25/11/2023 20:40:46,19 112181
25/11/2023 20:40:52,20 112635
25/11/2023 20:40:58,16 111852
25/11/2023 20:41:04,21 111821
25/11/2023 20:41:10,22 114986
25/11/2023 20:41:16,20 114871
25/11/2023 20:41:22,13 114883
25/11/2023 20:41:28,12 117770
25/11/2023 20:41:34,14 114707
25/11/2023 20:41:40,17 116302
25/11/2023 20:41:46,22 113546
25/11/2023 20:41:52,11 115825
25/11/2023 20:41:58,17 114080
25/11/2023 20:42:04,21 114080
25/11/2023 20:42:10,16 114046
25/11/2023 20:42:16,11 113999
25/11/2023 20:42:22,16 124800
25/11/2023 20:42:28,13 109131
25/11/2023 20:42:34,20 99074
25/11/2023 20:42:40,18 99164
25/11/2023 20:42:46,21 117257
25/11/2023 20:42:52,13 111968
25/11/2023 20:42:58,15 112492
25/11/2023 20:43:04,19 111940
25/11/2023 20:43:10,14 111870
25/11/2023 20:43:15,15 115517
25/11/2023 20:43:21,17 115585
25/11/2023 20:43:27,12 115581
25/11/2023 20:43:33,16 120225
25/11/2023 20:43:39,14 117183
25/11/2023 20:43:45,20 118705
25/11/2023 20:43:51,13 115920
25/11/2023 20:43:56,17 118213
25/11/2023 20:44:02,20 116660
25/11/2023 20:44:08,14 116612
25/11/2023 20:44:14,17 116570
25/11/2023 20:44:20,19 116590
25/11/2023 20:44:26,22 127250
25/11/2023 20:44:32,21 127706
25/11/2023 20:44:38,18 101599
25/11/2023 20:44:44,22 101910
25/11/2023 20:44:50,14 119994
25/11/2023 20:44:56,15 114914
25/11/2023 20:45:02,17 115082
25/11/2023 20:45:08,23 114321
25/11/2023 20:45:14,14 115208
25/11/2023 20:45:19,18 114080
25/11/2023 20:45:25,18 118028
25/11/2023 20:45:31,20 117655
25/11/2023 20:45:37,21 123567
25/11/2023 20:45:43,16 124106
25/11/2023 20:45:49,20 123966
25/11/2023 20:45:55,16 125594
25/11/2023 20:46:01,19 125080
25/11/2023 20:46:07,15 123302
25/11/2023 20:46:13,19 123324
25/11/2023 20:46:19,21 123316
25/11/2023 20:46:25,17 123329
25/11/2023 20:46:31,15 133644
25/11/2023 20:46:37,13 134160
25/11/2023 20:46:43,15 107818
25/11/2023 20:46:49,21 108360
25/11/2023 20:46:55,13 108380
25/11/2023 20:47:01,19 126517
25/11/2023 20:47:07,12 121562
25/11/2023 20:47:12,16 121046
25/11/2023 20:47:18,22 121390
25/11/2023 20:47:24,13 120842
25/11/2023 20:47:30,13 124402
25/11/2023 20:47:36,18 124086
25/11/2023 20:47:42,12 123796
25/11/2023 20:47:48,18 124345
25/11/2023 20:47:54,14 124337
25/11/2023 20:48:00,14 125818
25/11/2023 20:48:06,16 121140
25/11/2023 20:48:12,22 123640
25/11/2023 20:48:18,17 123613
25/11/2023 20:48:24,13 123617
25/11/2023 20:48:30,20 123609
25/11/2023 20:48:36,14 92710
25/11/2023 20:48:42,18 134690
25/11/2023 20:48:48,15 107877
25/11/2023 20:48:54,21 108693
25/11/2023 20:49:00,15 108736
25/11/2023 20:49:06,21 126764
25/11/2023 20:49:12,14 121911
25/11/2023 20:49:18,22 121418
25/11/2023 20:49:24,19 121642
25/11/2023 20:49:30,21 121060
25/11/2023 20:49:36,20 124647
25/11/2023 20:49:42,20 124316
25/11/2023 20:49:48,19 123908
25/11/2023 20:49:54,12 124518
25/11/2023 20:49:59,16 124393
25/11/2023 20:50:05,20 126054
25/11/2023 20:50:11,13 123260
25/11/2023 20:50:16,17 125397
25/11/2023 20:50:22,12 123767
25/11/2023 20:50:28,18 123775
25/11/2023 20:50:34,12 123741
25/11/2023 20:50:39,18 123599
25/11/2023 20:50:45,19 134296
25/11/2023 20:50:51,15 134701
25/11/2023 20:50:57,20 108888
25/11/2023 20:51:03,15 109082
25/11/2023 20:51:09,20 127440
25/11/2023 20:51:15,21 122238
25/11/2023 20:51:21,13 122397
25/11/2023 20:51:27,18 120714
25/11/2023 20:51:33,12 121412
25/11/2023 20:51:38,15 123475
25/11/2023 20:51:44,13 123731
25/11/2023 20:51:50,16 123662
25/11/2023 20:51:56,11 126563
25/11/2023 20:52:02,21 123242
25/11/2023 20:52:08,14 89976
25/11/2023 20:52:14,21 121363
25/11/2023 20:52:20,16 123468
25/11/2023 20:52:26,11 120817
25/11/2023 20:52:31,18 116896
25/11/2023 20:52:37,13 116173
25/11/2023 20:52:43,16 116175
25/11/2023 20:52:49,12 124687
25/11/2023 20:52:55,19 124570
25/11/2023 20:53:01,21 98571
25/11/2023 20:53:07,16 99123
25/11/2023 20:53:13,22 99182
25/11/2023 20:53:19,15 117273
25/11/2023 20:53:25,18 112388
25/11/2023 20:53:31,12 111854
25/11/2023 20:53:37,11 112390
25/11/2023 20:53:42,16 111725
25/11/2023 20:53:48,16 115581
25/11/2023 20:53:54,22 115303
25/11/2023 20:54:00,13 118212
25/11/2023 20:54:06,17 115235
25/11/2023 20:54:12,22 115169
25/11/2023 20:54:18,15 116759
25/11/2023 20:54:24,17 113959
25/11/2023 20:54:30,21 116295
25/11/2023 20:54:36,15 114463
25/11/2023 20:54:42,19 114366
25/11/2023 20:54:48,16 114285
25/11/2023 20:54:54,21 114264
25/11/2023 20:55:00,16 125387
25/11/2023 20:55:06,12 98859
25/11/2023 20:55:11,17 99697
25/11/2023 20:55:17,12 99935
25/11/2023 20:55:22,17 117899
25/11/2023 20:55:28,22 112952
25/11/2023 20:55:34,12 113398
25/11/2023 20:55:40,17 112479
25/11/2023 20:55:46,21 113669
25/11/2023 20:55:52,20 116311
25/11/2023 20:55:58,17 116370
25/11/2023 20:56:04,21 116366
25/11/2023 20:56:10,13 119542
25/11/2023 20:56:16,17 116694
25/11/2023 20:56:22,13 118369
25/11/2023 20:56:28,19 115529
25/11/2023 20:56:34,12 117732
25/11/2023 20:56:40,18 116000
25/11/2023 20:56:46,15 115952
25/11/2023 20:56:52,19 115994
25/11/2023 20:56:58,18 115950
25/11/2023 20:57:04,21 126990
25/11/2023 20:57:10,12 127198
25/11/2023 20:57:15,18 101301
25/11/2023 20:57:21,14 101657
25/11/2023 20:57:27,15 119841
25/11/2023 20:57:33,19 114651
25/11/2023 20:57:39,12 114785
25/11/2023 20:57:45,17 114070
25/11/2023 20:57:51,17 114958
25/11/2023 20:57:57,20 117397
25/11/2023 20:58:03,15 117519
25/11/2023 20:58:09,21 117515
25/11/2023 20:58:15,14 120458
25/11/2023 20:58:21,19 117372
25/11/2023 20:58:27,12 118993
25/11/2023 20:58:33,17 116151
25/11/2023 20:58:39,11 118524
25/11/2023 20:58:45,20 116814
25/11/2023 20:58:51,16 116790
25/11/2023 20:58:57,22 116810
25/11/2023 20:59:03,22 116788
25/11/2023 20:59:09,15 125462
25/11/2023 20:59:15,16 125952
25/11/2023 20:59:21,13 100186
25/11/2023 20:59:27,18 100480
25/11/2023 20:59:33,11 118559
25/11/2023 20:59:38,16 113323
25/11/2023 20:59:44,18 113425
25/11/2023 20:59:50,21 112798
25/11/2023 20:59:56,14 113465
25/11/2023 21:00:02,17 112623
25/11/2023 21:00:08,20 116561
25/11/2023 21:00:14,14 115934
25/11/2023 21:00:20,15 118852
25/11/2023 21:00:26,19 115786
25/11/2023 21:00:32,13 115808
25/11/2023 21:00:38,20 117635
25/11/2023 21:00:44,12 117207
25/11/2023 21:00:50,14 115495
25/11/2023 21:00:56,19 115460
25/11/2023 21:01:02,13 115460
25/11/2023 21:01:08,18 115456
25/11/2023 21:01:14,13 125758
25/11/2023 21:01:20,22 126392
25/11/2023 21:01:26,14 100246
25/11/2023 21:01:32,19 100890
25/11/2023 21:01:38,14 100906
25/11/2023 21:01:44,13 119072
25/11/2023 21:01:50,22 112090
25/11/2023 21:01:56,13 111480
25/11/2023 21:02:02,17 112078
25/11/2023 21:02:08,13 111249
25/11/2023 21:02:13,18 115001
25/11/2023 21:02:19,12 114743
25/11/2023 21:02:25,12 117590
25/11/2023 21:02:31,20 114412
25/11/2023 21:02:37,18 114382
25/11/2023 21:02:43,17 115998
25/11/2023 21:02:49,22 115093
25/11/2023 21:02:55,17 113758
25/11/2023 21:03:01,17 113756
25/11/2023 21:03:07,14 113796
25/11/2023 21:03:13,16 113784
25/11/2023 21:03:19,20 79772
25/11/2023 21:03:25,15 124412
25/11/2023 21:03:31,19 96750
25/11/2023 21:03:37,13 97587
25/11/2023 21:03:43,18 97645
25/11/2023 21:03:49,15 115775
25/11/2023 21:03:55,18 111759
25/11/2023 21:04:01,18 111222
25/11/2023 21:04:07,19 111510
25/11/2023 21:04:13,18 111063
25/11/2023 21:04:19,17 114826
25/11/2023 21:04:25,21 114528
25/11/2023 21:04:31,12 117323
25/11/2023 21:04:37,21 114341
25/11/2023 21:04:43,14 114309
25/11/2023 21:04:49,16 115927
25/11/2023 21:04:55,20 111398
25/11/2023 21:05:01,18 113616
25/11/2023 21:05:07,11 113612
25/11/2023 21:05:13,15 113634
25/11/2023 21:05:19,18 113644
25/11/2023 21:05:25,21 78218
25/11/2023 21:05:31,13 124749
25/11/2023 21:05:37,12 97760
25/11/2023 21:05:43,20 98564
25/11/2023 21:05:49,21 98498
25/11/2023 21:05:55,12 116767
25/11/2023 21:06:01,20 111914
25/11/2023 21:06:07,22 111462
25/11/2023 21:06:13,19 111654
25/11/2023 21:06:19,21 111161
25/11/2023 21:06:25,19 114911
25/11/2023 21:06:31,13 114732
25/11/2023 21:06:36,15 118638
25/11/2023 21:06:42,21 115796
25/11/2023 21:06:48,17 115766
25/11/2023 21:06:54,12 117784
25/11/2023 21:07:00,16 115020
25/11/2023 21:07:06,18 117374
25/11/2023 21:07:12,18 115564
25/11/2023 21:07:18,20 115532
25/11/2023 21:07:24,22 115487
25/11/2023 21:07:30,11 115330
25/11/2023 21:07:36,16 126005
25/11/2023 21:07:42,21 99175
25/11/2023 21:07:48,20 100091
25/11/2023 21:07:54,13 100160
25/11/2023 21:08:00,16 118060
25/11/2023 21:08:06,20 112757
25/11/2023 21:08:12,20 113355
25/11/2023 21:08:18,20 112946
25/11/2023 21:08:24,22 112774
25/11/2023 21:08:30,12 116049
25/11/2023 21:08:35,17 115785
25/11/2023 21:08:41,19 115917
25/11/2023 21:08:47,12 118845
25/11/2023 21:08:53,13 115763
25/11/2023 21:08:59,15 117354
25/11/2023 21:09:05,19 114600
25/11/2023 21:09:11,12 116870
25/11/2023 21:09:17,18 115138
25/11/2023 21:09:23,22 115100
25/11/2023 21:09:29,20 114945
25/11/2023 21:09:35,20 114938
25/11/2023 21:09:41,18 125777
25/11/2023 21:09:47,14 126094
25/11/2023 21:09:53,22 99992
25/11/2023 21:09:59,21 100160
25/11/2023 21:10:05,12 118234
25/11/2023 21:10:11,18 113135
25/11/2023 21:10:17,17 113339
25/11/2023 21:10:23,15 100078
25/11/2023 21:10:29,18 113399
25/11/2023 21:10:35,17 115782
25/11/2023 21:10:41,20 115846
25/11/2023 21:10:47,12 115830
25/11/2023 21:10:53,14 118721
25/11/2023 21:10:59,18 115701
25/11/2023 21:11:05,11 117293
25/11/2023 21:11:11,15 114555
25/11/2023 21:11:17,19 116800
25/11/2023 21:11:23,12 115031
25/11/2023 21:11:29,17 115149
25/11/2023 21:11:35,22 115172
25/11/2023 21:11:41,16 115172
25/11/2023 21:11:47,21 126065
25/11/2023 21:11:53,14 126365
25/11/2023 21:11:59,21 100360
25/11/2023 21:12:05,12 100530
25/11/2023 21:12:11,17 118862
25/11/2023 21:12:17,19 113754
25/11/2023 21:12:23,18 113932
25/11/2023 21:12:29,19 109920
25/11/2023 21:12:35,21 113974
25/11/2023 21:12:41,20 116400
25/11/2023 21:12:47,12 116464
25/11/2023 21:12:53,16 116460
25/11/2023 21:12:59,21 119414
25/11/2023 21:13:05,14 116207
25/11/2023 21:13:11,19 117862
25/11/2023 21:13:17,11 115004
25/11/2023 21:13:22,15 117241
25/11/2023 21:13:28,21 115619
25/11/2023 21:13:34,15 115609
25/11/2023 21:13:40,16 115588
25/11/2023 21:13:46,14 115600
25/11/2023 21:13:52,19 126109
25/11/2023 21:13:58,14 126611
25/11/2023 21:14:04,17 100403
25/11/2023 21:14:10,12 100611
25/11/2023 21:14:16,17 118761
25/11/2023 21:14:22,13 113669
25/11/2023 21:14:28,17 113835
25/11/2023 21:14:34,21 113083
25/11/2023 21:14:40,20 113979
25/11/2023 21:14:46,17 116254
25/11/2023 21:14:52,20 116281
25/11/2023 21:14:58,12 116228
25/11/2023 21:15:04,19 119388
25/11/2023 21:15:10,14 116327
25/11/2023 21:15:16,12 117933
25/11/2023 21:15:22,19 115132
25/11/2023 21:15:28,12 117411
25/11/2023 21:15:34,18 115671
25/11/2023 21:15:40,16 115653
25/11/2023 21:15:46,14 115643
25/11/2023 21:15:52,19 115655
25/11/2023 21:15:58,14 126667
25/11/2023 21:16:04,16 127135
25/11/2023 21:16:10,21 101210
25/11/2023 21:16:16,22 101436
25/11/2023 21:16:22,15 119624
25/11/2023 21:16:28,19 114420
25/11/2023 21:16:34,21 114594
25/11/2023 21:16:40,16 113769
25/11/2023 21:16:46,16 114658
25/11/2023 21:16:52,16 117278
25/11/2023 21:16:58,21 116905
25/11/2023 21:17:04,17 116894
25/11/2023 21:17:10,13 119846
25/11/2023 21:17:16,19 116736
25/11/2023 21:17:22,14 118387
25/11/2023 21:17:28,19 115545
25/11/2023 21:17:34,12 117820
25/11/2023 21:17:40,19 116100
25/11/2023 21:17:46,13 116068
25/11/2023 21:17:52,20 116116
25/11/2023 21:17:58,21 116112
25/11/2023 21:18:04,17 126598
25/11/2023 21:18:10,15 127094
25/11/2023 21:18:16,12 100958
25/11/2023 21:18:22,18 101339
25/11/2023 21:18:28,22 119323
25/11/2023 21:18:34,19 114158
25/11/2023 21:18:40,12 114413
25/11/2023 21:18:45,17 113658
25/11/2023 21:18:51,19 114417
25/11/2023 21:18:57,15 113531
25/11/2023 21:19:03,18 117482
25/11/2023 21:19:09,22 117032
25/11/2023 21:19:15,22 120230
25/11/2023 21:19:21,16 117186
25/11/2023 21:19:27,22 117166
25/11/2023 21:19:33,14 118775
25/11/2023 21:19:39,19 118276
25/11/2023 21:19:45,12 116512
25/11/2023 21:19:51,16 116518
25/11/2023 21:19:57,12 116522
25/11/2023 21:20:03,18 116512
25/11/2023 21:20:09,12 126853
25/11/2023 21:20:15,17 127528
25/11/2023 21:20:21,12 101071
25/11/2023 21:20:27,17 101667
25/11/2023 21:20:33,20 101672
25/11/2023 21:20:39,14 119832
25/11/2023 21:20:45,21 114976
25/11/2023 21:20:51,18 114354
25/11/2023 21:20:57,20 114866
25/11/2023 21:21:03,14 114036
25/11/2023 21:21:08,17 117827
25/11/2023 21:21:14,12 117497
25/11/2023 21:21:20,19 120328
25/11/2023 21:21:26,22 117324
25/11/2023 21:21:32,14 117461
25/11/2023 21:21:38,18 119104
25/11/2023 21:21:44,20 107455
25/11/2023 21:21:50,17 116891
25/11/2023 21:21:56,21 116847
25/11/2023 21:22:02,13 117134
25/11/2023 21:22:08,16 117055
25/11/2023 21:22:14,21 82979
25/11/2023 21:22:20,18 127841
25/11/2023 21:22:26,21 101141
25/11/2023 21:22:32,13 101955
25/11/2023 21:22:38,17 102017
25/11/2023 21:22:44,12 120189
25/11/2023 21:22:50,19 115248
25/11/2023 21:22:56,12 114768
25/11/2023 21:23:01,15 114830
25/11/2023 21:23:07,19 114636
25/11/2023 21:23:13,22 117871
25/11/2023 21:23:19,15 117705
25/11/2023 21:23:25,17 120665
25/11/2023 21:23:31,12 117716
25/11/2023 21:23:37,20 117712
25/11/2023 21:23:43,13 119302
25/11/2023 21:23:49,14 116538
25/11/2023 21:23:55,21 118767
25/11/2023 21:24:01,16 116954
25/11/2023 21:24:07,14 116900
25/11/2023 21:24:13,20 116950
25/11/2023 21:24:19,15 120021
25/11/2023 21:24:25,12 127231
25/11/2023 21:24:31,13 100575
25/11/2023 21:24:37,20 101550
25/11/2023 21:24:43,13 101655
25/11/2023 21:24:49,14 119819
25/11/2023 21:24:55,18 114427
25/11/2023 21:25:01,19 115111
25/11/2023 21:25:07,12 114564
25/11/2023 21:25:13,19 114412
25/11/2023 21:25:19,12 117581
25/11/2023 21:25:24,17 117327
25/11/2023 21:25:30,14 117451
25/11/2023 21:25:36,17 120434
25/11/2023 21:25:42,15 117315
25/11/2023 21:25:48,12 119056
25/11/2023 21:25:54,16 116256
25/11/2023 21:26:00,20 118536
25/11/2023 21:26:06,12 116758
25/11/2023 21:26:12,16 116748
25/11/2023 21:26:18,19 116749
25/11/2023 21:26:24,21 116749
25/11/2023 21:26:30,16 127419
25/11/2023 21:26:36,22 127726
25/11/2023 21:26:42,15 101652
25/11/2023 21:26:48,22 101867
25/11/2023 21:26:54,17 119928
25/11/2023 21:27:00,22 114839
25/11/2023 21:27:06,22 115030
25/11/2023 21:27:12,16 110903
25/11/2023 21:27:18,13 114625
25/11/2023 21:27:23,18 117342
25/11/2023 21:27:29,19 117490
25/11/2023 21:27:35,21 117468
25/11/2023 21:27:41,16 120602
25/11/2023 21:27:47,14 117575
25/11/2023 21:27:53,19 119232
25/11/2023 21:27:59,17 116360
25/11/2023 21:28:05,11 118647
25/11/2023 21:28:11,16 116921
25/11/2023 21:28:17,22 116902
25/11/2023 21:28:23,16 116888
25/11/2023 21:28:29,22 116930
25/11/2023 21:28:35,15 127415
25/11/2023 21:28:41,12 127907
25/11/2023 21:28:47,13 101879
25/11/2023 21:28:53,19 102107
25/11/2023 21:28:59,14 120271
25/11/2023 21:29:05,16 115087
25/11/2023 21:29:11,18 115251
25/11/2023 21:29:17,21 114393
25/11/2023 21:29:23,14 115453
25/11/2023 21:29:29,18 117676
25/11/2023 21:29:35,12 117853
25/11/2023 21:29:41,22 117873
25/11/2023 21:29:47,16 120828
25/11/2023 21:29:53,21 117746
25/11/2023 21:29:59,15 119357
25/11/2023 21:30:05,15 116487
25/11/2023 21:30:11,14 118803
25/11/2023 21:30:17,16 117053
25/11/2023 21:30:23,12 117057
25/11/2023 21:30:29,13 117039
25/11/2023 21:30:35,21 117060
25/11/2023 21:30:41,22 127631
25/11/2023 21:30:47,20 128051
25/11/2023 21:30:53,18 102256
25/11/2023 21:30:59,12 102430
25/11/2023 21:31:05,15 120596
25/11/2023 21:31:11,20 115464
25/11/2023 21:31:17,21 115606
25/11/2023 21:31:23,13 114838
25/11/2023 21:31:29,21 115769
25/11/2023 21:31:35,12 118013
25/11/2023 21:31:41,19 118191
25/11/2023 21:31:47,16 118153
25/11/2023 21:31:53,19 121075
25/11/2023 21:31:59,15 118025
25/11/2023 21:32:05,19 120147
25/11/2023 21:32:11,15 117277
25/11/2023 21:32:17,20 119621
25/11/2023 21:32:23,17 117876
25/11/2023 21:32:29,14 117862
25/11/2023 21:32:35,20 117855
25/11/2023 21:32:41,15 117777
25/11/2023 21:32:47,19 128375
25/11/2023 21:32:53,16 128826
25/11/2023 21:32:59,14 102827
25/11/2023 21:33:05,14 103360
25/11/2023 21:33:11,22 121498
25/11/2023 21:33:17,18 116368
25/11/2023 21:33:23,12 116548
25/11/2023 21:33:29,22 115756
25/11/2023 21:33:35,13 116690
25/11/2023 21:33:41,13 118939
25/11/2023 21:33:47,20 119094
25/11/2023 21:33:53,14 119074
25/11/2023 21:33:59,18 121974
25/11/2023 21:34:05,21 118940
25/11/2023 21:34:11,18 120522
25/11/2023 21:34:17,22 117694
25/11/2023 21:34:23,21 119959
25/11/2023 21:34:29,16 118208
25/11/2023 21:34:35,18 118133
25/11/2023 21:34:41,12 118183
25/11/2023 21:34:47,17 118171
25/11/2023 21:34:53,23 128757
25/11/2023 21:34:59,19 129231
25/11/2023 21:35:05,15 103134
25/11/2023 21:35:11,17 103408
25/11/2023 21:35:17,13 121486
25/11/2023 21:35:23,22 116386
25/11/2023 21:35:29,15 116508
25/11/2023 21:35:35,19 115746
25/11/2023 21:35:41,21 116716
25/11/2023 21:35:47,12 118944
25/11/2023 21:35:53,14 119096
25/11/2023 21:35:59,19 119024
25/11/2023 21:36:05,14 121844
25/11/2023 21:36:11,20 118828
25/11/2023 21:36:17,14 120504
25/11/2023 21:36:23,21 117669
25/11/2023 21:36:29,16 119940
25/11/2023 21:36:35,22 118212
25/11/2023 21:36:41,15 118176
25/11/2023 21:36:47,19 118184
25/11/2023 21:36:53,18 118202
25/11/2023 21:36:59,14 128873
25/11/2023 21:37:05,24 129349
25/11/2023 21:37:11,20 103483
25/11/2023 21:37:17,20 103721
